Timestamp,Username,Name,Branch ,Gmail,Age Group,Current Occupation: (Select one),Which mode of Learning do you personally prefer to enhance your Skills?,Which mode do you think is the Future of Learning?,Preferred Learning Method: (Select all that apply),Course Format: (Select one),Learning Pace: (Select one), Interest,Your Knowledge Level: (Select one),Importance of Reviews and Ratings: (Select one),Course Cost: (Select your preference),Course Duration: (Select your preference),Preferred Online Platform Features: (Select all that apply),Trainer Expertise: (Select all that apply),"Before using/purchasing a course, what are the parameters you consider most? (Choose any 2)",Which online Learning Platform due to prefer ?,How clear were the learning objectives for this course/module? ,"To what extent did the assessments (quizzes, assignments) accurately reflect the course content? (Select one)",How helpful was the feedback you received on your assessments in understanding your strengths and weaknesses?,"Were you aware of the metrics used to track your performance (scores, completion rates)?","How engaging and interesting did you find the course content (presentations, videos, activities)? ","Did the delivery format (e.g., self-paced, instructor-led) match your learning style and preferences? ","Did the platform offer opportunities for interaction (discussions, forums, quizzes)? ",Did you participate in any collaborative activities with other learners (if available)? ,"Did the platform provide any features to help you stay motivated throughout the course (e.g., badges, points)?",Did the platform offer any personalized learning paths or recommendations based on your performance?,"If the platform offered personalized features, how effective were they in keeping you engaged? ",How satisfied were you with the learning experience on this platform? ,At what point in the course did you decide to stop participating(remember the course that you enrolled and then dropped it),What was the primary reason you stopped participating in the course? (remember the course that you enrolled and then dropped it),Please share any suggestions you have on how the platform could better track performance or increase engagement.,Is there anything else you would like to share about your experience with this online course?
2024/04/03 9:44:34 PM GMT+5:30,user142@example.com,User142,IT,user142@gmail.com,25-34,Working Professional,Online,Online,Video Lectures;Interactive Exercises;Reading Materials;Case Studies/Real-world Examples,Offline (In-person),Scheduled Sessions (Fixed Start/End Dates),"Programming Languages (Specify preferred languages);Design (Specify areas like Graphic Design, UX/UI Design);Soft Skills (Specify areas like Communication, Leadership, Time Management)",Intermediate (Some Foundational Knowledge),Very Important (Highly influence decision),Paid,Long (More than 12 weeks),Mobile App Accessibility;Career Support Services;Live Q&A Sessions with Instructors,Industry Expert (Extensive Real-world Experience);Academic Background (Strong Theoretical Knowledge);Strong Communication Skills (Clear and Engaging Delivery);Proven Teaching Track Record (Positive Student Reviews),Ratings;Self- assessment from the overview;Credits/ Certifications;Number of Ratings;Duration,Unacademy,Very Clear,Completely Accurate,Very Helpful,Yes,Very Engaging,Excellent Match,"Yes, frequently","Yes, frequently","Yes, and they were helpful","Yes, and they were helpful",Very Effective,Very Satisfied,(a) During the first week,(d) The workload or time commitment was too much for me.;(f) Unexpected personal circumstances prevented me from continuing.,,
2024/04/03 9:46:47 PM GMT+5:30,user143@example.com,User143,Psychology ,user143@gmail.com,18-24,Working Professional,Offline,Online,Video Lectures;Interactive Exercises;Case Studies/Real-world Examples,Offline (In-person),Scheduled Sessions (Fixed Start/End Dates),"Soft Skills (Specify areas like Communication, Leadership, Time Management)",Beginner (No Prior Knowledge),Very Important (Highly influence decision),Free,Medium (4-12 weeks),Mobile App Accessibility;Offline Content Availability;Community Forums/Discussion Boards;Career Support Services;Live Q&A Sessions with Instructors,Industry Expert (Extensive Real-world Experience);Academic Background (Strong Theoretical Knowledge);Strong Communication Skills (Clear and Engaging Delivery);Proven Teaching Track Record (Positive Student Reviews),Ratings;Credits/ Certifications;Number of Ratings,Unacademy,Somewhat Clear,Somewhat Accurate,Somewhat Helpful,No,Somewhat Engaging,Good Match,No,No,No,No,Very Effective,Somewhat Satisfied,(a) During the first week,(c) The course was not engaging or interesting enough.;(d) The workload or time commitment was too much for me.,,
2024/04/03 9:47:28 PM GMT+5:30,user144@example.com,User144,AIMl,user144@gmail.com,25-34,Working Professional,Offline,Offline,Interactive Exercises,Online (Synchronous/Asynchronous),Self-paced (Start/Finish Anytime),"Programming Languages (Specify preferred languages);Business (Specify areas like Marketing, Finance, Management);Design (Specify areas like Graphic Design, UX/UI Design);Marketing (Specify areas like Digital Marketing, Content Marketing)",Intermediate (Some Foundational Knowledge),Somewhat Important (Considered alongside other factors),Free,Long (More than 12 weeks),Mobile App Accessibility;Offline Content Availability;Career Support Services;Live Q&A Sessions with Instructors,Academic Background (Strong Theoretical Knowledge);Strong Communication Skills (Clear and Engaging Delivery);Proven Teaching Track Record (Positive Student Reviews),Ratings;Duration,Udemy,Somewhat Clear,Completely Accurate,Somewhat Helpful,Yes,Very Engaging,Good Match,"Yes, frequently","Yes, frequently","Yes, but not helpful","Yes, but not helpful",Somewhat Effective,Very Satisfied,(c) Midway through the course,(a) The course content was too difficult.;(c) The course was not engaging or interesting enough.;(d) The workload or time commitment was too much for me.,,
2024/04/03 9:53:31 PM GMT+5:30,user145@example.com,User145,information technology,user145@gmail.com,18-24,Under Graduate Student,Online,Online,Video Lectures;Interactive Exercises;Reading Materials;Case Studies/Real-world Examples,Offline (In-person),Scheduled Sessions (Fixed Start/End Dates),"Data Science (Specify sub-fields like Machine Learning, Deep Learning)",Intermediate (Some Foundational Knowledge),Somewhat Important (Considered alongside other factors),Paid,Medium (4-12 weeks),Mobile App Accessibility;Offline Content Availability;Community Forums/Discussion Boards;Career Support Services;Live Q&A Sessions with Instructors,Industry Expert (Extensive Real-world Experience);Academic Background (Strong Theoretical Knowledge);Strong Communication Skills (Clear and Engaging Delivery);Proven Teaching Track Record (Positive Student Reviews),Self- assessment from the overview;Credits/ Certifications,Ministry of MSME,Very Clear,Completely Accurate,Very Helpful,Yes,Very Engaging,Excellent Match,"Yes, frequently","Yes, frequently","Yes, and they were helpful","Yes, and they were helpful",Somewhat Effective,Very Satisfied,(d) Almost at the end of the course,(a) The course content was too difficult.;(b) I found the material to be unclear or poorly explained.;(c) The course was not engaging or interesting enough.;(d) The workload or time commitment was too much for me.;(e) I experienced technical difficulties with the platform.,good teacher,average experience of this course
2024/04/03 11:05:34 PM GMT+5:30,user146@example.com,User146,BCA,user146@gmail.com,25-34,Post Graduate Student,Online,Online,Video Lectures;Interactive Exercises;Reading Materials;Case Studies/Real-world Examples,Online (Synchronous/Asynchronous),Self-paced (Start/Finish Anytime),"Programming Languages (Specify preferred languages);Design (Specify areas like Graphic Design, UX/UI Design);Soft Skills (Specify areas like Communication, Leadership, Time Management)",Beginner (No Prior Knowledge),Somewhat Important (Considered alongside other factors),Free,Flexible (Variable Duration),Mobile App Accessibility,Industry Expert (Extensive Real-world Experience),Number of Ratings,coursera,Somewhat Clear,Somewhat Accurate,Not Helpful,No,Very Engaging,Good Match,"Yes, occasionally",No,"Yes, but not helpful","Yes, and they were helpful",Somewhat Effective,Somewhat Satisfied,(a) During the first week,(c) The course was not engaging or interesting enough.,,
2024/04/04 12:27:02 AM GMT+5:30,user147@example.com,User147,Khanna,user147@gmail.com,35-44,Under Graduate Student,Offline,Online,Interactive Exercises,Offline (In-person),Self-paced (Start/Finish Anytime),"Business (Specify areas like Marketing, Finance, Management);Soft Skills (Specify areas like Communication, Leadership, Time Management)",Intermediate (Some Foundational Knowledge),Very Important (Highly influence decision),Paid,Medium (4-12 weeks),Mobile App Accessibility;Offline Content Availability,Industry Expert (Extensive Real-world Experience);Academic Background (Strong Theoretical Knowledge);Strong Communication Skills (Clear and Engaging Delivery),Number of Ratings;Duration,upGrad,Somewhat Clear,Somewhat Accurate,Somewhat Helpful,No,Somewhat Engaging,Good Match,"Yes, occasionally",No,"Yes, but not helpful","Yes, but not helpful",Somewhat Effective,Somewhat Satisfied,(d) Almost at the end of the course,(g) I found a more relevant course elsewhere.,,
2024/04/04 6:42:11 AM GMT+5:30,user148@example.com,User148,CSE,user148@gmail.com,18-24,Post Graduate Student,Offline,Online,Video Lectures;Interactive Exercises;Reading Materials;Case Studies/Real-world Examples,Online (Synchronous/Asynchronous),Self-paced (Start/Finish Anytime),"Programming Languages (Specify preferred languages);Soft Skills (Specify areas like Communication, Leadership, Time Management)",Intermediate (Some Foundational Knowledge),Very Important (Highly influence decision),Paid,Medium (4-12 weeks),Mobile App Accessibility;Offline Content Availability,Academic Background (Strong Theoretical Knowledge),Ratings;Self- assessment from the overview;Credits/ Certifications;Number of Ratings,LinkedIn Learning,Somewhat Clear,Completely Accurate,Somewhat Helpful,No,Somewhat Engaging,Good Match,"Yes, occasionally","Yes, occasionally","Yes, but not helpful",No,Not Effective,Somewhat Satisfied,(b) After completing a few modules,(c) The course was not engaging or interesting enough.;(d) The workload or time commitment was too much for me.,,
2024/04/04 6:52:05 AM GMT+5:30,user149@example.com,User149,Literature,user149@gmail.com,35-44,Under Graduate Student,Offline,Online,Video Lectures;Interactive Exercises;Reading Materials,Offline (In-person),Self-paced (Start/Finish Anytime),"Soft Skills (Specify areas like Communication, Leadership, Time Management)",Intermediate (Some Foundational Knowledge),Very Important (Highly influence decision),Free,Flexible (Variable Duration),Mobile App Accessibility;Offline Content Availability,Academic Background (Strong Theoretical Knowledge);Strong Communication Skills (Clear and Engaging Delivery);Proven Teaching Track Record (Positive Student Reviews),Ratings;Credits/ Certifications,IGNOU,Somewhat Clear,Somewhat Accurate,Very Helpful,No,Somewhat Engaging,Good Match,"Yes, occasionally",No,"Yes, but not helpful",No,Somewhat Effective,Somewhat Satisfied,(c) Midway through the course,(b) I found the material to be unclear or poorly explained.;(c) The course was not engaging or interesting enough.,,
2024/04/04 10:27:19 AM GMT+5:30,user150@example.com,User150,Computer science ,user150@gmail.com,25-34,Post Graduate Student,Online,Online,Video Lectures;Interactive Exercises;Case Studies/Real-world Examples,Online (Synchronous/Asynchronous),Self-paced (Start/Finish Anytime),"Programming Languages (Specify preferred languages);Data Science (Specify sub-fields like Machine Learning, Deep Learning);Design (Specify areas like Graphic Design, UX/UI Design)",Intermediate (Some Foundational Knowledge),Somewhat Important (Considered alongside other factors),Free,Medium (4-12 weeks),Mobile App Accessibility;Community Forums/Discussion Boards;Career Support Services;Live Q&A Sessions with Instructors,Industry Expert (Extensive Real-world Experience);Strong Communication Skills (Clear and Engaging Delivery),Ratings;Self- assessment from the overview;Credits/ Certifications;Duration,LinkedIn Learning,Somewhat Clear,Somewhat Accurate,Somewhat Helpful,Yes,Very Engaging,Excellent Match,"Yes, frequently","Yes, frequently","Yes, and they were helpful","Yes, and they were helpful",Very Effective,Very Satisfied,(a) During the first week,(a) The course content was too difficult.;(b) I found the material to be unclear or poorly explained.;(c) The course was not engaging or interesting enough.;(d) The workload or time commitment was too much for me.;(e) I experienced technical difficulties with the platform.;(f) Unexpected personal circumstances prevented me from continuing.;(g) I found a more relevant course elsewhere.,,
2024/04/04 10:27:26 AM GMT+5:30,user151@example.com,User151,Computer science,user151@gmail.com,18-24,Under Graduate Student,Offline,Offline,Reading Materials;Case Studies/Real-world Examples,Offline (In-person),Scheduled Sessions (Fixed Start/End Dates),"Design (Specify areas like Graphic Design, UX/UI Design);Soft Skills (Specify areas like Communication, Leadership, Time Management)",Beginner (No Prior Knowledge),Very Important (Highly influence decision),"Either, based on value",Short (Less than 4 weeks),Offline Content Availability,Industry Expert (Extensive Real-world Experience);Academic Background (Strong Theoretical Knowledge);Strong Communication Skills (Clear and Engaging Delivery);Proven Teaching Track Record (Positive Student Reviews),Credits/ Certifications;Duration,Unacademy,Somewhat Clear,Somewhat Accurate,Somewhat Helpful,Yes,Somewhat Engaging,Good Match,"Yes, occasionally","Yes, occasionally",No,"Yes, but not helpful",Somewhat Effective,Somewhat Satisfied,(b) After completing a few modules,(d) The workload or time commitment was too much for me.;(f) Unexpected personal circumstances prevented me from continuing.,,
2024/04/04 10:29:13 AM GMT+5:30,user152@example.com,User152,CS ,user152@gmail.com,25-34,Other,Online,Online,Video Lectures;Reading Materials;Case Studies/Real-world Examples,Online (Synchronous/Asynchronous),Self-paced (Start/Finish Anytime),"Programming Languages (Specify preferred languages);Design (Specify areas like Graphic Design, UX/UI Design);Soft Skills (Specify areas like Communication, Leadership, Time Management)",Intermediate (Some Foundational Knowledge),Very Important (Highly influence decision),"Either, based on value",Medium (4-12 weeks),Mobile App Accessibility,Industry Expert (Extensive Real-world Experience);Strong Communication Skills (Clear and Engaging Delivery),Ratings;Duration,coursera,Very Clear,Completely Accurate,Very Helpful,Yes,Very Engaging,Excellent Match,"Yes, frequently",No,"Yes, and they were helpful",No,Not Effective,Somewhat Satisfied,(b) After completing a few modules,(f) Unexpected personal circumstances prevented me from continuing.,,
2024/04/04 10:30:07 AM GMT+5:30,user153@example.com,User153,CS,user153@gmail.com,35-44,Working Professional,Offline,Online,Interactive Exercises;Reading Materials;Case Studies/Real-world Examples,Offline (In-person),Scheduled Sessions (Fixed Start/End Dates),"Programming Languages (Specify preferred languages);Data Science (Specify sub-fields like Machine Learning, Deep Learning)",Intermediate (Some Foundational Knowledge),Somewhat Important (Considered alongside other factors),Paid,Flexible (Variable Duration),Mobile App Accessibility;Offline Content Availability,Strong Communication Skills (Clear and Engaging Delivery);Proven Teaching Track Record (Positive Student Reviews),Ratings;Number of Ratings,edX,Somewhat Clear,Completely Accurate,Very Helpful,No,Very Engaging,Excellent Match,"Yes, occasionally",No,No,"Yes, and they were helpful",Somewhat Effective,Very Satisfied,(c) Midway through the course,(f) Unexpected personal circumstances prevented me from continuing.,,
